Event_ID,Outcome,week_before_event,article_count,certainty_score_mean,certainty_score_sum,relevance_score_max,relevance_score_mean,relevance_score_min,relevance_score_std,rhetoric_score_max,rhetoric_score_mean,rhetoric_score_sum,sentiment_compound_max,sentiment_compound_mean,sentiment_compound_min,sentiment_compound_std
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-9,17,0.8235294117647058,14.0,2.0,0.5882352941176471,0.0,0.7122871199007256,6.0,1.6470588235294117,28.0,0.91,-0.07078823529411767,-0.9485,0.6589647959890886
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-8,10,0.7,7.0,2.0,0.8,0.0,0.7888106377466155,5.0,1.8,18.0,0.6705,-0.21303,-0.9731,0.644815817027536
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-7,12,0.3333333333333333,4.0,2.0,0.75,0.0,0.753778361444409,1.0,0.16666666666666666,2.0,0.8442,-0.04335,-0.9201,0.6600563839551892
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-6,8,0.75,6.0,1.0,0.25,0.0,0.4629100498862757,3.0,0.75,6.0,0.8658,-0.31413749999999996,-0.872,0.680497716879764
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-5,8,0.375,3.0,1.0,0.5,0.0,0.5345224838248488,3.0,0.75,6.0,0.9628,-0.021800000000000007,-0.9656,0.8538175365464719
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-4,7,0.7142857142857143,5.0,3.0,1.1428571428571428,0.0,1.2149857925879117,5.0,0.7142857142857143,5.0,0.9287,0.056085714285714294,-0.9578,0.9161230038020212
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-3,6,0.3333333333333333,2.0,4.0,1.5,0.0,1.6431676725154984,5.0,1.6666666666666667,10.0,0.1531,-0.5472666666666667,-0.9455,0.45821390492505426
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-2,16,0.5625,9.0,2.0,0.625,0.0,0.7187952884282609,5.0,0.4375,7.0,0.9628,-0.17254375,-0.9473,0.6470381832820997
EUR_2021_UKRAINE_NOCONFLICT,No Conflict,-1,14,0.21428571428571427,3.0,4.0,1.0,0.0,1.176696810829104,9.0,1.7857142857142858,25.0,0.9134,0.05867142857142856,-0.9766,0.749450354930528
EUR_2014_CRIMEA_CONFLICT,Conflict,-12,3,0.3333333333333333,1.0,1.0,0.6666666666666666,0.0,0.5773502691896258,1.0,0.3333333333333333,1.0,0.0,-0.43179999999999996,-0.6705,0.3746441912001306
EUR_2014_CRIMEA_CONFLICT,Conflict,-11,7,0.2857142857142857,2.0,3.0,1.4285714285714286,0.0,0.9759000729485332,3.0,0.8571428571428571,6.0,0.7096,0.18125714285714287,-0.8173,0.551161926772713
EUR_2014_CRIMEA_CONFLICT,Conflict,-10,11,0.45454545454545453,5.0,4.0,1.8181818181818181,0.0,1.1677484162422844,1.0,0.6363636363636364,7.0,0.872,0.027718181818181822,-0.9657,0.7191460405483462
EUR_2014_CRIMEA_CONFLICT,Conflict,-9,14,0.35714285714285715,5.0,3.0,1.5714285714285714,0.0,0.7559289460184544,1.0,0.07142857142857142,1.0,0.9245,0.03253571428571428,-0.9491,0.6563639229845013
EUR_2014_CRIMEA_CONFLICT,Conflict,-8,7,0.2857142857142857,2.0,2.0,1.1428571428571428,0.0,0.6900655593423543,5.0,1.4285714285714286,10.0,0.908,-0.14214285714285715,-0.9686,0.7345042429129616
EUR_2014_CRIMEA_CONFLICT,Conflict,-7,3,0.6666666666666666,2.0,1.0,0.6666666666666666,0.0,0.5773502691896258,1.0,0.3333333333333333,1.0,0.5994,0.24666666666666667,0.0,0.3134608322156587
EUR_2014_CRIMEA_CONFLICT,Conflict,-6,6,0.5,3.0,1.0,0.8333333333333334,0.0,0.408248290463863,4.0,0.6666666666666666,4.0,0.791,-0.1314833333333333,-0.8934,0.6866041608282509
EUR_2014_CRIMEA_CONFLICT,Conflict,-5,9,0.3333333333333333,3.0,1.0,1.0,1.0,0.0,5.0,1.6666666666666667,15.0,0.8225,-0.20225555555555555,-0.9081,0.6322230759611498
EUR_2014_CRIMEA_CONFLICT,Conflict,-4,7,0.8571428571428571,6.0,2.0,1.2857142857142858,1.0,0.4879500364742666,8.0,1.7142857142857142,12.0,0.8426,-0.0021714285714285702,-0.9313,0.8389602706411584
EUR_2014_CRIMEA_CONFLICT,Conflict,-3,16,0.25,4.0,2.0,1.1875,0.0,0.6551081335677849,5.0,0.75,12.0,0.9022,-0.1006125,-0.9652,0.6983362779969737
EUR_2014_CRIMEA_CONFLICT,Conflict,-2,18,0.5,9.0,2.0,1.1666666666666667,0.0,0.7071067811865476,6.0,0.8888888888888888,16.0,0.9623,0.0628111111111111,-0.9571,0.7273047187987495
EUR_2014_CRIMEA_CONFLICT,Conflict,-1,23,0.43478260869565216,10.0,3.0,1.0869565217391304,0.0,0.7927537436201204,6.0,0.6956521739130435,16.0,0.9159,-0.07584347826086957,-0.9889,0.7052044666916804
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-12,12,0.5,6.0,1.0,0.16666666666666666,0.0,0.3892494720807615,5.0,1.6666666666666667,20.0,0.9468,-0.035583333333333335,-0.9712,0.6656609317517487
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-11,70,0.6142857142857143,43.0,1.0,0.34285714285714286,0.0,0.4780914437337575,5.0,0.8428571428571429,59.0,0.91,-0.36811571428571427,-0.9768,0.6140775225185545
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-10,69,0.391304347826087,27.0,2.0,0.30434782608695654,0.0,0.4942120236261712,10.0,1.1594202898550725,80.0,0.9537,-0.2442753623188406,-0.9761,0.6894562003334045
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-9,30,0.3333333333333333,10.0,2.0,0.3,0.0,0.5349830806219241,13.0,1.8666666666666667,56.0,0.9002,-0.26491333333333333,-0.9477,0.656458166187323
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-8,17,0.5882352941176471,10.0,2.0,0.5294117647058824,0.0,0.7998161553463028,4.0,0.8823529411764706,15.0,0.9081,-0.42477647058823526,-0.9686,0.770069262736648
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-7,28,0.42857142857142855,12.0,3.0,1.1071428571428572,0.0,0.7373267889143822,11.0,3.0,84.0,0.8442,-0.35973214285714283,-0.9607,0.6161271724508465
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-6,42,0.40476190476190477,17.0,3.0,0.8809523809523809,0.0,0.7054623445856902,17.0,3.5714285714285716,150.0,0.9802,-0.3472047619047619,-0.98,0.6551659219942876
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-5,27,0.5555555555555556,15.0,3.0,0.7037037037037037,0.0,0.8234456132997965,11.0,1.962962962962963,53.0,0.9382,-0.13987777777777777,-0.9776,0.6887692777329125
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-4,22,0.5909090909090909,13.0,3.0,0.6818181818181818,0.0,0.7798878818298873,5.0,0.7272727272727273,16.0,0.9638,0.17158636363636365,-0.9648,0.6958257973669741
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-3,41,0.5365853658536586,22.0,2.0,0.43902439024390244,0.0,0.5936657514041415,3.0,0.5365853658536586,22.0,0.9834,0.04942926829268293,-0.9862,0.767249992911014
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-2,21,0.38095238095238093,8.0,2.0,0.5238095238095238,0.0,0.6015852075182383,6.0,1.0952380952380953,23.0,0.8119,-0.4248952380952381,-0.9805,0.5935806857337851
EUR_2015_TURKEYRUSSIA_NOCONFLICT,No Conflict,-1,60,0.7666666666666667,46.0,3.0,0.6333333333333333,0.0,0.822700527647874,10.0,2.3333333333333335,140.0,0.9531,-0.1842133333333333,-0.9941,0.7220172763008073
EUR_2022_UKRAINE_CONFLICT,Conflict,-12,9,0.2222222222222222,2.0,4.0,1.3333333333333333,0.0,1.8027756377319946,11.0,2.4444444444444446,22.0,0.6705,-0.26382222222222224,-0.7783,0.5728289508609393
EUR_2022_UKRAINE_CONFLICT,Conflict,-11,17,0.47058823529411764,8.0,6.0,2.1176470588235294,0.0,2.088131728997732,12.0,3.9411764705882355,67.0,0.9459,-0.1666058823529412,-0.9413,0.6339737568213967
EUR_2022_UKRAINE_CONFLICT,Conflict,-10,23,0.5217391304347826,12.0,4.0,1.1304347826086956,0.0,1.217461883894185,9.0,1.7826086956521738,41.0,0.8858,-0.003395652173913046,-0.9698,0.7025920990927167
EUR_2022_UKRAINE_CONFLICT,Conflict,-9,15,0.8666666666666667,13.0,4.0,1.3333333333333333,0.0,1.5886502207249786,11.0,2.6666666666666665,40.0,0.9752,-0.09746,-0.9083,0.6358787022695445
EUR_2022_UKRAINE_CONFLICT,Conflict,-8,11,1.0,11.0,4.0,1.4545454545454546,0.0,1.6348477827391985,11.0,3.272727272727273,36.0,0.9428,-0.14070000000000002,-0.9625,0.6738934856488821
EUR_2022_UKRAINE_CONFLICT,Conflict,-7,12,0.6666666666666666,8.0,4.0,2.0833333333333335,0.0,1.7298624923456323,7.0,3.5,42.0,0.9257,-0.19615000000000002,-0.9796,0.7448018095134742
EUR_2022_UKRAINE_CONFLICT,Conflict,-6,15,0.26666666666666666,4.0,5.0,1.4666666666666666,0.0,1.5055453054181622,12.0,2.466666666666667,37.0,0.8608,-0.44569333333333333,-0.9607,0.5736946082401416
EUR_2022_UKRAINE_CONFLICT,Conflict,-5,21,0.19047619047619047,4.0,4.0,1.4761904761904763,0.0,1.3645163106041502,14.0,3.3333333333333335,70.0,0.8847,-0.21704761904761904,-0.9813,0.7231837274296536
EUR_2022_UKRAINE_CONFLICT,Conflict,-4,57,0.3333333333333333,19.0,5.0,2.0701754385964914,0.0,1.5908179513652607,17.0,4.491228070175438,256.0,0.9382,-0.2890438596491228,-0.9702,0.6222719301127647
EUR_2022_UKRAINE_CONFLICT,Conflict,-3,59,0.7796610169491526,46.0,5.0,2.0677966101694913,0.0,1.4367636858418393,22.0,2.9152542372881354,172.0,0.9652,-0.2174084745762712,-0.9615,0.6567768805226112
EUR_2022_UKRAINE_CONFLICT,Conflict,-2,44,0.5681818181818182,25.0,5.0,2.090909090909091,0.0,1.3946439375244037,14.0,3.1818181818181817,140.0,0.9713,-0.30364772727272726,-0.9851,0.6672581723736066
EUR_2022_UKRAINE_CONFLICT,Conflict,-1,69,0.4057971014492754,28.0,4.0,1.8695652173913044,0.0,1.4133090444920273,17.0,4.217391304347826,291.0,0.9612,-0.24286666666666665,-0.9801,0.6599122374061807
MEA_2023_GAZA_CONFLICT,Conflict,-12,4,1.5,6.0,1.0,0.25,0.0,0.5,5.0,2.5,10.0,0.7096,-0.124575,-0.9618,0.7071907539695355
MEA_2023_GAZA_CONFLICT,Conflict,-11,7,0.7142857142857143,5.0,2.0,0.7142857142857143,0.0,0.9511897312113418,5.0,2.142857142857143,15.0,0.8248,-0.2238857142857143,-0.9194,0.7423936386863136
MEA_2023_GAZA_CONFLICT,Conflict,-10,3,0.0,0.0,1.0,0.6666666666666666,0.0,0.5773502691896258,0.0,0.0,0.0,0.8223,-0.058999999999999976,-0.8462,0.8382208360569428
MEA_2023_GAZA_CONFLICT,Conflict,-9,5,0.0,0.0,1.0,0.2,0.0,0.447213595499958,15.0,7.0,35.0,-0.8316,-0.9165599999999999,-0.9655,0.05157957929258439
MEA_2023_GAZA_CONFLICT,Conflict,-8,8,0.625,5.0,1.0,0.5,0.0,0.5345224838248488,6.0,2.375,19.0,0.6378,-0.14805,-0.9413,0.6121155376467513
MEA_2023_GAZA_CONFLICT,Conflict,-7,4,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.5,6.0,0.9828,0.60685,0.284,0.3753077448352663
MEA_2023_GAZA_CONFLICT,Conflict,-6,3,0.0,0.0,2.0,0.6666666666666666,0.0,1.1547005383792517,0.0,0.0,0.0,0.8765,0.326,-0.2023,0.5397425219491234
MEA_2023_GAZA_CONFLICT,Conflict,-5,1,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,-0.93,-0.93,-0.93,
MEA_2023_GAZA_CONFLICT,Conflict,-4,4,0.75,3.0,0.0,0.0,0.0,0.0,10.0,2.5,10.0,0.8271,-0.20950000000000002,-0.8979,0.8118164283465402
MEA_2023_GAZA_CONFLICT,Conflict,-3,8,0.75,6.0,1.0,0.125,0.0,0.3535533905932738,4.0,0.875,7.0,0.4939,-0.2437875,-0.91,0.5206387819304282
MEA_2023_GAZA_CONFLICT,Conflict,-2,12,0.3333333333333333,4.0,2.0,0.5,0.0,0.7977240352174656,7.0,3.0833333333333335,37.0,0.8271,-0.562625,-0.9643,0.5894457028352222
MEA_2023_GAZA_CONFLICT,Conflict,-1,3,0.3333333333333333,1.0,1.0,0.3333333333333333,0.0,0.5773502691896258,1.0,0.3333333333333333,1.0,0.7579,0.2719,-0.5106,0.6842567135220523
